-0.773968	-0.632272	0.034737	83.765035	
0.471291	-0.538536	0.698473	-117.929591	
-0.422918	0.556967	0.714793	455.833577	
0.021520	-0.999011	-0.038907	-5.621419	
0.990950	0.016157	0.133253	-149.561333	
-0.132493	-0.041423	0.990318	452.084379	
0.781388	0.622848	-0.038644	-85.324041	
-0.497551	0.659181	0.563846	-5.776628	
0.376664	-0.421355	0.824975	415.075563	
-0.771177	0.635452	-0.038570	112.527640	
-0.510912	-0.581615	0.633002	1.693405	
0.379810	0.507863	0.773188	392.109037	
0.557781	-0.829331	-0.033025	-81.782956	
0.609848	0.382524	0.694090	-137.680038	
-0.562997	-0.407290	0.719131	529.133567	
0.090760	-0.993582	-0.067509	-15.623982	
0.771095	0.027215	0.636138	-111.579196	
-0.630218	-0.109792	0.768616	521.842983	
-0.996738	-0.075713	-0.027952	117.858326	
0.037367	-0.739899	0.671680	-54.790723	
-0.071537	0.668444	0.740314	351.008264	
